Luminosity,Temperature,Humidity,Infrared,Distance,CreatedAt,IsAlarm
45.12,31.86,42,23,45,10/10/2020 16:04:51,No
68.75,31.86,42,24,27.28,10/10/2020 16:04:52,No
63.77,31.21,42,24,43,10/10/2020 16:04:53,No
50,32.18,42,25,43.43,10/10/2020 16:04:54,No
86.72,31.53,48,26,43,10/10/2020 16:04:55,No
52.44,30.89,48,23,24.33,10/10/2020 16:04:56,No
48.54,31.86,48,24,61.12,10/10/2020 16:04:57,No
66.8,31.86,48,24,32,10/10/2020 16:04:58,No
85.06,31.86,48,25,25.27,10/10/2020 16:04:59,No
34.67,31.21,48,26,34,10/10/2020 16:05:00,No
73.44,30.89,48,23,24.32,10/10/2020 16:05:01,No
53.61,31.86,48,24,60.21,10/10/2020 16:05:02,No
70.7,31.21,48,24,43,10/10/2020 16:05:03,No
50.39,31.86,48,25,26.73,10/10/2020 16:05:04,No
49.12,31.86,48,26,32,10/10/2020 16:05:05,No
60.16,31.86,48,23,28.38,10/10/2020 16:05:06,No
52.83,32.5,48,24,34,10/10/2020 16:05:07,No
27.93,31.86,48,24,25.62,10/10/2020 16:05:08,No
17.68,32.18,48,25,59.21,10/10/2020 16:05:09,No
33.89,31.21,48,26,400,10/10/2020 16:05:10,No
32.42,31.21,48,23,23.01,10/10/2020 16:05:11,No
37.99,31.21,48,24,54,10/10/2020 16:05:12,No
42.58,31.21,45,24,19.6,10/10/2020 16:05:13,No
9.57,31.86,45,25,59.47,10/10/2020 16:05:14,No
5.47,31.21,45,26,60.47,10/10/2020 16:05:15,No
60.16,31.21,45,23,60.46,10/10/2020 16:05:16,No
56.64,31.21,45,24,54,10/10/2020 16:05:17,No
100,31.86,45,24,20.1,10/10/2020 16:05:18,No
78.91,32.18,45,25,32,10/10/2020 16:05:19,No
100,32.18,45,26,57.64,10/10/2020 16:05:20,No
71.09,31.53,45,23,32,10/10/2020 16:05:21,No
69.53,32.18,45,24,61.2,10/10/2020 16:05:22,No
72.27,31.21,42,24,21,10/10/2020 16:05:23,No
68.07,31.53,42,25,59.49,10/10/2020 16:05:24,No
57.52,31.86,42,26,32,10/10/2020 16:05:25,No
78.03,31.53,42,23,57.68,10/10/2020 16:05:26,No
65.82,31.86,42,24,43,10/10/2020 16:05:27,No
58.2,32.18,42,24,61.42,10/10/2020 16:05:28,No
74.41,30.89,42,25,54,10/10/2020 16:05:29,No
52.64,32.18,42,26,59.05,10/10/2020 16:05:30,No
87.5,31.21,42,23,61.45,10/10/2020 16:05:31,No
55.08,31.21,42,24,64.37,10/10/2020 16:05:32,No
100,31.86,42,24,32,10/10/2020 16:05:33,No
74.9,31.21,42,25,20.44,10/10/2020 16:05:34,No
69.14,31.21,42,26,32,10/10/2020 16:05:35,No
58.69,31.21,42,23,22.4,10/10/2020 16:05:36,No
68.46,31.86,48,24,60.77,10/10/2020 16:05:37,No
71.58,31.53,48,24,21,10/10/2020 16:05:38,No
77.83,31.21,48,25,58.82,10/10/2020 16:05:39,No
55.86,32.18,48,26,43,10/10/2020 16:05:40,No
83.69,31.86,48,23,22.42,10/10/2020 16:05:41,No
64.16,32.18,48,24,64.48,10/10/2020 16:05:42,No
19.34,32,48,34,43,10/10/2020 16:05:43,No
28.52,32.5,48,34,52.37,10/10/2020 16:05:44,Yes
41.7,32,48,34,21,10/10/2020 16:05:45,Yes
11.52,30.24,48,34,54.18,10/10/2020 16:05:46,Yes
5.18,30.24,48,34,65,10/10/2020 16:05:47,Yes
50.88,72.5,48,34,52.51,10/10/2020 16:05:48,Yes
37.89,72.5,48,34,45,10/10/2020 16:05:49,Yes
12.6,62.5,48,34,53.76,10/10/2020 16:05:50,Yes
33.59,30.24,48,34,65,10/10/2020 16:05:51,Yes
25,72.5,48,34,56.2,10/10/2020 16:05:52,Yes
63.96,60.24,48,34,45,10/10/2020 16:05:53,Yes
22.75,72.5,48,34,56.2,10/10/2020 16:05:54,Yes
58.69,60.24,45,34,59.69,10/10/2020 16:05:55,Yes
55.57,60.24,45,34,55,10/10/2020 16:05:56,Yes
54.2,70.24,45,24,55.05,10/10/2020 16:05:57,Yes
34.77,70.24,45,24,66,10/10/2020 16:05:58,Yes
44.53,60.24,45,34,55.44,10/10/2020 16:05:59,Yes
27.44,72.5,45,34,54,10/10/2020 16:06:00,Yes
48.54,62,45,34,12,10/10/2020 16:06:01,Yes
29.3,70.24,45,34,65,10/10/2020 16:06:02,Yes
32.23,62.18,45,34,56.59,10/10/2020 16:06:03,Yes
24.9,72.18,45,34,54,10/10/2020 16:06:04,Yes
28.81,62.5,42,34,56.18,10/10/2020 16:06:05,Yes
52.83,72.5,42,34,45,10/10/2020 16:06:06,Yes
26.17,70.24,42,34,57.48,10/10/2020 16:06:07,Yes
21.78,70.24,42,34,34,10/10/2020 16:06:08,Yes
41.89,70.24,42,34,57.2,10/10/2020 16:06:09,Yes
29.69,60.24,42,34,34,10/10/2020 16:06:10,Yes
38.67,72.18,42,34,59,10/10/2020 16:06:11,Yes
31.64,90.24,42,34,54,10/10/2020 16:06:12,Yes
32.23,72.18,42,34,57.72,10/10/2020 16:06:13,Yes
29.59,92.18,42,34,34,10/10/2020 16:06:14,Yes
30.96,72.18,42,34,60.05,10/10/2020 16:06:15,Yes
27.05,90.24,42,34,43,10/10/2020 16:06:16,Yes
27.34,70.24,42,34,60.11,10/10/2020 16:06:17,Yes
26.27,90.24,42,34,54,10/10/2020 16:06:18,Yes
18.65,70.24,48,34,60.04,10/10/2020 16:06:19,Yes
30.08,92.18,48,34,65,10/10/2020 16:06:20,Yes
30.96,70.24,48,34,57.5,10/10/2020 16:06:21,Yes
32.71,90.24,48,34,76,10/10/2020 16:06:22,Yes
38.96,72.18,48,34,55.94,10/10/2020 16:06:23,Yes
29.79,92.18,48,34,61.57,10/10/2020 16:06:24,Yes
41.31,32,48,24,22,10/10/2020 16:06:25,No
6.64,32.18,48,25,400,10/10/2020 16:06:26,No
4.39,32.18,48,26,400,10/10/2020 16:06:27,No
6.05,32.18,48,23,400,10/10/2020 16:06:28,No
5.86,32.18,48,24,400,10/10/2020 16:06:29,No
5.76,32.18,48,24,400,10/10/2020 16:06:30,No
6.64,32.18,48,25,400,10/10/2020 16:06:31,No
6.45,32.18,48,26,400,10/10/2020 16:06:32,No
6.15,32.18,48,23,400,10/10/2020 16:06:33,No
4.39,32.18,48,24,400,10/10/2020 16:06:34,No
5.76,32.18,48,24,400,10/10/2020 16:06:35,No
5.27,32.18,48,25,400,10/10/2020 16:06:36,No
6.64,32.18,45,26,75.12,10/10/2020 16:06:37,No
6.64,32.18,45,23,400,10/10/2020 16:06:38,No
4.98,32.18,45,24,400,10/10/2020 16:06:39,No
6.05,32.18,45,24,74.18,10/10/2020 16:06:40,No
6.25,32.18,45,25,400,10/10/2020 16:06:41,No
4.69,32.18,45,26,400,10/10/2020 16:06:42,No
6.25,32.18,45,23,400,10/10/2020 16:06:43,No
4.3,32.18,45,24,400,10/10/2020 16:06:44,No
6.25,32.18,45,24,400,10/10/2020 16:06:45,No
4.39,32.18,45,25,400,10/10/2020 16:06:46,No
4.3,32.18,42,26,70.24,10/10/2020 16:06:47,No
6.54,32.18,42,23,82.61,10/10/2020 16:06:48,No
4.49,32.18,42,24,400,10/10/2020 16:06:49,No
4.1,32.18,42,24,66.13,10/10/2020 16:06:50,No
5.18,32.18,42,25,76.24,10/10/2020 16:06:51,No
6.25,32.18,42,26,76.22,10/10/2020 16:06:52,No
4.98,32.18,42,23,400,10/10/2020 16:06:53,No
4.69,32.18,42,24,400,10/10/2020 16:06:54,No
5.66,32.18,42,24,400,10/10/2020 16:06:55,No
4.39,32.18,42,25,400,10/10/2020 16:06:56,No
6.64,32.18,42,26,400,10/10/2020 16:06:57,No
4.1,32.18,42,23,400,10/10/2020 16:06:58,No
4.88,32.18,42,24,400,10/10/2020 16:06:59,No
6.64,32.18,42,24,400,10/10/2020 16:07:00,No
4.49,32.18,48,25,400,10/10/2020 16:07:01,No
5.96,32.18,48,26,70.36,10/10/2020 16:07:02,No
5.08,32.18,48,23,400,10/10/2020 16:07:03,No
4.49,32.18,48,24,400,10/10/2020 16:07:04,No
6.54,32.18,48,24,400,10/10/2020 16:07:05,No
5.08,32.18,48,25,400,10/10/2020 16:07:06,No
4.98,32.18,48,26,400,10/10/2020 16:07:07,No
5.76,32.18,48,23,400,10/10/2020 16:07:08,No
6.05,32.18,48,24,78.93,10/10/2020 16:07:09,No
5.86,32.18,48,24,77.67,10/10/2020 16:07:10,No
4.2,32.18,48,25,71.72,10/10/2020 16:07:11,No
6.35,32.18,48,26,400,10/10/2020 16:07:12,No
4.2,31.86,48,23,400,10/10/2020 16:07:13,No
4.39,32.18,48,24,75.51,10/10/2020 16:07:14,No
7.62,32.18,48,24,400,10/10/2020 16:07:15,No
5.96,32.5,48,25,400,10/10/2020 16:07:16,No
5.57,32.18,48,26,400,10/10/2020 16:07:17,No
18.16,32.18,48,23,107.1,10/10/2020 16:07:18,No
14.55,32.18,45,24,400,10/10/2020 16:07:19,No
19.73,32.18,45,24,400,10/10/2020 16:07:20,No
5.96,32.18,45,24,70.74,10/10/2020 16:07:21,No
11.04,32.18,45,24,400,10/10/2020 16:07:22,No
9.47,34.76,45,24,70.31,10/10/2020 16:07:23,No
54,44,45,34,24,11/11/2020 11:11:23,Yes
55,45,45,34,25,11/11/2020 11:11:24,Yes
54,44,45,34,24,11/11/2020 11:11:25,Yes
55,43,45,34,23,11/11/2020 11:11:26,Yes
56,47,45,34,23,11/11/2020 11:11:27,Yes
57,46,42,34,24,11/11/2020 11:11:28,Yes
52,50,42,34,27,11/11/2020 11:11:29,Yes
54,45,42,34,26,11/11/2020 11:11:30,Yes
53,44,42,34,21,11/11/2020 11:11:31,Yes
56,43,42,34,22,11/11/2020 11:11:32,Yes
54,46,42,34,23,11/11/2020 11:11:33,Yes
53,42,42,34,24,11/11/2020 11:11:34,Yes
56,43,42,34,23,11/11/2020 11:11:35,Yes
55,44,42,34,28,11/11/2020 11:11:36,Yes
60,45,42,34,29,11/11/2020 11:11:37,Yes
59,45,42,34,21,11/11/2020 11:11:38,Yes
54,43,42,34,19,11/11/2020 11:11:39,Yes
51,44,42,34,31,11/11/2020 11:11:40,Yes
52,44,42,34,32,11/11/2020 11:11:41,Yes
54,43,48,34,22,11/11/2020 11:11:42,Yes
54,43,48,34,23,11/11/2020 11:11:43,Yes
54,46,48,34,25,11/11/2020 11:11:44,Yes
55,45,48,34,24,11/11/2020 11:11:45,Yes
56,45,48,34,26,11/11/2020 11:11:46,Yes
45,25,48,24,50,12/11/2020 12:12:46,No
44,24,48,25,49,12/11/2020 12:12:47,No
46,23,48,26,48,12/11/2020 12:12:48,No
43,22,48,23,47,12/11/2020 12:12:49,No
47,21,48,24,46,12/11/2020 12:12:50,No
41,20,48,24,51,12/11/2020 12:12:51,No
48,26,48,25,52,12/11/2020 12:12:52,No
40,27,48,26,53,12/11/2020 12:12:53,No
49,28,48,23,54,12/11/2020 12:12:54,No
41,29,48,24,55,12/11/2020 12:12:55,No
48,30,48,24,47,12/11/2020 12:12:56,No
40,24,48,25,46,12/11/2020 12:12:57,No
49,23,48,26,51,12/11/2020 12:12:58,No
46,22,45,23,55,12/11/2020 12:12:59,No
43,21,45,24,47,12/11/2020 12:13:00,No
41,24,45,24,46,12/11/2020 12:13:01,No
48,26,45,25,49,12/11/2020 12:13:02,No
40,27,45,26,47,12/11/2020 12:13:03,No
41,28,45,23,46,12/11/2020 12:13:04,No
48,29,45,24,55,12/11/2020 12:13:05,No
40,24,45,24,47,12/11/2020 12:13:06,No
49,23,45,25,46,12/11/2020 12:13:07,No
43,22,45,26,47,12/11/2020 12:13:08,No
47,21,42,23,46,12/11/2020 12:13:09,No
41,24,42,24,51,12/11/2020 12:13:10,No
48,23,42,24,55,12/11/2020 12:13:11,No
40,22,42,25,47,12/11/2020 12:13:12,No
49,21,42,26,46,12/11/2020 12:13:13,No
44,27,42,23,49,12/11/2020 12:13:14,No
46,28,42,24,47,12/11/2020 12:13:15,No
43,29,42,34,46,12/11/2020 12:13:16,No
47,64,42,34,51,12/11/2020 12:13:17,No
20,85,42,34,50,09/07/2020 10:10:17,Yes
19,53,42,34,48,09/07/2020 10:10:18,Yes
18,82,42,34,46,09/07/2020 10:10:19,Yes
23,60,42,34,52,09/07/2020 10:10:20,Yes
22,83,42,34,53,09/07/2020 10:10:21,Yes
20,52,48,34,54,09/07/2020 10:10:22,Yes
23,80,48,34,51,09/07/2020 10:10:23,Yes
22,86,48,34,49,09/07/2020 10:10:24,Yes
20,69,48,34,47,09/07/2020 10:10:25,Yes
16,82,48,34,45,09/07/2020 10:10:26,Yes
19,61,48,34,49,09/07/2020 10:10:27,Yes
18,80,48,34,47,09/07/2020 10:10:28,Yes
23,69,48,34,45,09/07/2020 10:10:29,Yes
19,83,48,34,54,09/07/2020 10:10:30,Yes
18,68,48,34,51,09/07/2020 10:10:31,Yes
23,83,48,34,49,09/07/2020 10:10:32,Yes
22,62,48,34,49,09/07/2020 10:10:33,Yes
20,80,48,34,47,09/07/2020 10:10:34,Yes
23,83,48,34,45,09/07/2020 10:10:35,Yes
22,62,48,34,54,09/07/2020 10:10:36,Yes
16,80,48,34,51,09/07/2020 10:10:37,Yes
19,66,48,34,49,09/07/2020 10:10:38,Yes
18,89,48,34,47,09/07/2020 10:10:39,Yes
23,76,45,34,49,09/07/2020 10:10:40,Yes
19,73,45,34,47,09/07/2020 10:10:41,Yes
18,72,45,34,45,09/07/2020 10:10:42,Yes
23,70,45,34,49,09/07/2020 10:10:43,Yes
22,73,45,34,47,09/07/2020 10:10:44,Yes
20,72,45,34,45,09/07/2020 10:10:45,Yes
23,80,45,34,54,09/07/2020 10:10:46,Yes
22,66,45,34,51,09/07/2020 10:10:47,Yes
20,89,45,34,49,09/07/2020 10:10:48,Yes
25,40,45,34,50,08/08/2020 08:08:47,No
22,59,42,34,51,08/08/2020 08:08:48,Yes
16,68,42,34,49,08/08/2020 08:08:49,Yes
19,36,42,34,49,08/08/2020 08:08:50,No
18,67,42,34,47,08/08/2020 08:08:51,Yes
23,61,42,34,45,08/08/2020 08:08:52,Yes
19,63,42,34,54,08/08/2020 08:08:53,Yes
18,42,42,34,51,08/08/2020 08:08:54,No
23,45,42,34,49,08/08/2020 08:08:55,Yes
22,44,42,34,47,08/08/2020 08:08:56,Yes
20,35,42,34,49,08/08/2020 08:08:57,No
23,38,42,34,47,08/08/2020 08:08:58,No
22,39,42,34,45,08/08/2020 08:08:59,Yes
20,42,42,34,49,08/08/2020 08:09:00,Yes
22,44,42,34,47,08/08/2020 08:09:01,No
16,45,48,34,45,08/08/2020 08:09:02,Yes
19,41,48,34,54,08/08/2020 08:09:03,Yes
18,47,48,34,51,08/08/2020 08:09:04,No
23,42,48,34,51,08/08/2020 08:09:05,Yes
19,38,48,34,49,08/08/2020 08:09:06,No
18,77,48,34,49,08/08/2020 08:09:07,Yes
23,39,48,34,47,08/08/2020 08:09:08,Yes
22,47,48,34,45,08/08/2020 08:09:09,Yes
20,42,48,34,54,08/08/2020 08:09:10,No
23,38,48,34,51,08/08/2020 08:09:11,Yes
22,37,48,34,49,08/08/2020 08:09:12,Yes
20,39,48,34,47,08/08/2020 08:09:13,No
23,44,48,34,49,08/08/2020 08:09:14,Yes
22,45,48,34,47,08/08/2020 08:09:15,No
24,47,48,34,45,08/08/2020 08:09:16,Yes
22,42,48,34,49,08/08/2020 08:09:17,Yes
16,38,48,34,51,08/08/2020 08:09:18,Yes
19,37,48,34,49,08/08/2020 08:09:19,Yes
18,39,45,34,49,08/08/2020 08:09:20,No
23,39,45,34,47,08/08/2020 08:09:21,Yes
19,42,45,34,45,08/08/2020 08:09:22,Yes
22,44,45,34,54,08/08/2020 08:09:23,No
16,65,45,34,51,08/08/2020 08:09:24,Yes
19,71,45,34,49,08/08/2020 08:09:25,Yes
18,47,45,34,47,08/08/2020 08:09:26,No
23,42,45,34,49,08/08/2020 08:09:27,Yes
19,38,45,34,47,08/08/2020 08:09:28,Yes
18,37,45,34,45,08/08/2020 08:09:29,No
23,39,42,34,49,08/08/2020 08:09:30,No
22,39,42,34,47,08/08/2020 08:09:31,Yes
20,42,42,34,45,08/08/2020 08:09:32,Yes
23,44,42,34,54,08/08/2020 08:09:33,No
22,45,42,34,51,08/08/2020 08:09:34,Yes
20,47,42,34,45,08/08/2020 08:09:35,Yes
19,42,42,34,54,08/08/2020 08:09:36,No
22,38,42,34,51,08/08/2020 08:09:37,No
16,77,42,34,49,08/08/2020 08:09:38,Yes
19,39,42,34,47,08/08/2020 08:09:39,Yes
18,42,42,34,49,08/08/2020 08:09:40,No
23,44,42,34,47,08/08/2020 08:09:41,Yes
19,45,42,34,45,08/08/2020 08:09:42,No
18,41,42,34,49,08/08/2020 08:09:43,No
23,47,48,34,51,08/08/2020 08:09:44,Yes
22,42,48,34,49,08/08/2020 08:09:45,Yes
20,38,48,34,49,08/08/2020 08:09:46,Yes
23,37,48,34,47,08/08/2020 08:09:47,Yes
22,39,48,34,45,08/08/2020 08:09:48,No
16,47,48,34,54,08/08/2020 08:09:49,Yes
19,42,48,34,51,08/08/2020 08:09:50,Yes
18,38,48,34,49,08/08/2020 08:09:51,No
23,37,48,34,51,08/08/2020 08:09:52,Yes
19,39,48,34,49,08/08/2020 08:09:53,No
18,44,48,34,49,08/08/2020 08:09:54,Yes
23,45,48,34,47,08/08/2020 08:09:55,Yes
22,41,48,34,45,08/08/2020 08:09:56,No
20,47,48,34,54,08/08/2020 08:09:57,Yes
23,42,48,34,51,08/08/2020 08:09:58,No
22,38,48,34,49,08/08/2020 08:09:59,Yes
20,37,48,34,47,08/08/2020 08:10:00,Yes
23,39,48,34,49,08/08/2020 08:10:01,No
19,38,48,34,47,08/08/2020 08:10:02,No
18,39,48,34,45,08/08/2020 08:10:03,Yes
23,42,48,34,49,08/08/2020 08:10:04,Yes
22,44,48,34,47,08/08/2020 08:10:05,No
20,45,48,34,51,08/08/2020 08:10:06,Yes
22,41,48,34,49,08/08/2020 08:10:07,No
16,47,48,34,49,08/08/2020 08:10:08,Yes
19,42,48,34,47,08/08/2020 08:10:09,Yes
18,38,48,34,45,08/08/2020 08:10:10,No
23,37,48,34,54,08/08/2020 08:10:11,Yes
19,39,48,34,51,08/08/2020 08:10:12,No
18,44,48,34,49,08/08/2020 08:10:13,Yes
23,45,48,34,47,08/08/2020 08:10:14,Yes
22,38,48,34,49,08/08/2020 08:10:15,No
20,39,48,34,47,08/08/2020 08:10:16,Yes
23,42,48,34,45,08/08/2020 08:10:17,No
22,44,48,34,49,08/08/2020 08:10:18,Yes
20,45,48,34,47,08/08/2020 08:10:19,No
23,41,48,34,45,08/08/2020 08:10:20,Yes
22,47,48,34,51,08/08/2020 08:10:21,Yes
20,42,48,34,49,08/08/2020 08:10:22,Yes
22,38,48,34,49,08/08/2020 08:10:23,No
16,37,48,34,47,08/08/2020 08:10:24,Yes
19,39,48,34,45,08/08/2020 08:10:25,Yes
18,47,48,34,54,08/08/2020 08:10:26,Yes
23,42,48,34,51,08/08/2020 08:10:27,Yes
19,38,48,34,49,08/08/2020 08:10:28,No
18,77,48,34,47,08/08/2020 08:10:29,Yes
23,79,48,34,49,08/08/2020 08:10:30,Yes
22,42,48,34,47,08/08/2020 08:10:31,No
20,44,48,34,45,08/08/2020 08:10:32,No
23,45,48,34,49,08/08/2020 08:10:33,Yes
22,41,44,1,47,08/08/2020 08:10:34,Yes